id,name,location,avgScore,heat,introduction,openTime,image_url,avg_score,open_time
11,千岛湖景区5A,杭州市淳安县千岛湖镇梦姑路,4.4,8.2,千岛湖更准确地讲是新安江水库，位于杭州淳安县，是新安江大坝截流后形成的人工湖。这里湖水清澈，湖面上岛屿星罗棋布，是江浙度假休闲的热门选择。千岛湖周边有十几处漂流点，夏日消暑不可错过。千岛湖看点游玩千岛湖主要是坐游船登岛游览，景区按照游船线路为中心湖区、东南湖区，有固定的线路和岛屿景点，不仅湖上风光秀美，湖中每个岛的景致都各有特色。西南湖区则有龙川湾、芹川村，可以观赏湿地、古村风光。中心湖区和东南湖区是游览的重点，二者都紧靠着千岛湖镇，中心湖区包括梅峰岛、渔乐岛、月光岛、龙山岛等，其中梅峰岛是登高揽胜的地点；月光岛是爱情主题，适合情侣；看人文景观龙山岛上的海瑞祠可以满足你。东南湖区包括黄山尖、天池岛、桂花岛，黄山尖景色较好，在山顶可以俯瞰众多岛屿天然排成“天下为公”四个字，来到这里不妨找找看。桂花岛适合带小朋友去玩，岛上的猴子都是散养的，很可爱。骑行与漂流除了观光景点，千岛湖也是个特别适合骑行的地方，环湖公路边有自行车道，在一些星级酒店和镇里的咨询点可以租车，有适合情侣、家人的双人、三人自行车，悠然地吹风看景，别有一番乐趣。此外，千岛湖北面聚集了多处漂流地，而且大多数是比较刺激的皮筏漂流，适合年轻人前往。,全年 全天开放，中心湖区：游船时间08:00-14:20，游艇时间08:00-15:30；东南湖区：游船时间08:00-13:20，游艇时间08:00-15:00,https://dimg04.c-ctrip.com/images/10071f000001h6ymy0856_D_521_391.jpg,0,
12,灵隐寺,浙江省杭州市西湖区法云弄1号,4.7,8.3,灵隐寺又称“云林寺”，坐落于西湖西面的灵隐山麓。寺内环境清幽，是杭州最早的名刹，留存着各朝代众多精美文物。这里是济公的出家地，据说求愿很灵验，每天来祈福的香客络绎不绝。一千七百年的风雨，使灵隐寺成为历史与文化的宝库：天 王殿上悬“云林禅寺”匾额，为清康熙帝所题；大雄宝殿前的石塔、天 王殿前的石经幢均是五代十国吴越时的遗物；寺内珍藏的佛教文物有古代贝叶写经、东魏镏金佛像、明董其昌写本《金刚经》、清雍正木刻龙藏等珍贵宝物。灵隐寺还是“济公”道济和尚出家的寺庙，在道济禅师殿中供奉的一尊右手拿破扇、左手持念珠、右脚搁在酒缸上的佛像便是济公像。灵隐寺背靠北高峰、面朝飞来峰，飞来峰虽然山不高，但山上有许多奇幻多变的洞壑，更遍布着五代以来的佛教石窟造像多达三百四十余尊，是我国江南少见的古代石窟艺术瑰宝。寺庙常年香火旺盛，特别是在初一、十五或者佛教盛日，善男信女从四面八方而来，更是人山人海。,全年 06:30-18:00开放，在以上开放时间基础上，每逢国家法定节假日，景区将提前半小时开门，推迟半小时关门,https://dimg04.c-ctrip.com/images/10090n000000e2tjiAAF1_D_521_391.jpg,0,
13,西栅,浙江省嘉兴市桐乡市石佛南路18号,4.5,7.9,西栅是乌镇的精华所在，虽与东栅同为主要景区，但这里没有东栅的繁闹市井，一切都经过重新整修和设计，街头巷尾的咖啡馆、酒吧，充满了文艺情怀。乘摇橹夜游西栅是非常值得推荐的体验，灯影桨声里的江南水乡分外迷人。西市河贯穿西栅东西，纵横交错的小河道将西栅分为许多小岛，各部分又有数十座各异的古石桥相连接。老建筑依水而建，典型的江南水乡小桥流水景致。除了可以入内参观的景点，景区内还有不少精致的小店、咖啡馆和酒吧，适合静下心来慢慢逛。游玩西栅可以步行，也可以坐景区的交通车或游船代步。如果是白天，顺着河北岸的西栅大街走走，昭明书院是昭明太子萧统读书的地方，现在是个图书馆，可以来这儿读会儿书，或者在入口处的留言墙上贴张小纸条，留下自己的心情；三寸金莲馆可以看到几百双缠足鞋。南岸东面的叙昌酱园老远就能闻到酱油的味道，可以看到院子里做酱油用的露天的大缸，或者买点酱油做纪念；迁善桥附近的女红街有许多特色商铺卖些刺绣、围巾之类的手工制品，女孩子不妨来这里淘点小玩意，然后去对岸的老邮局给亲友寄上一张带着乌镇老邮局邮戳的明信片，文艺又浪漫。西栅的夜景是许多人钟情这里的理由，晚上古镇里的桥梁和房屋都亮起灯光，乘着小船驶在倒影里，感觉非常好，拍出的照片也别有一番风情。此外，还有一些体验项目可以参加，天气晴好的晚上，在大戏院广场用老式胶片放映《三毛流浪记》、《地道战》等黑白老电影，坐在长条椅上看电影的感觉很特别。如果对传统艺术感兴趣，不妨去水上集市听花鼓戏，大戏院书场听评弹。,"全年 09:00-22:00开放，西栅景区内各展馆场馆营业时间：夏令8:00-17:30，冬令8:00-17:00
西栅夜景灯光：夏令周日至周四 22:30关闭，周五周六 23:00关闭；冬令周日至周四 22:00关闭，周五周六 22:30关闭。
西栅景区木心美术馆每周一闭馆；",https://dimg04.c-ctrip.com/images/100c1f000001gsxcq27C5_D_521_391.jpg,0,
14,上海迪士尼度假区,上海市浦东新区川沙新镇黄赵路310号,4.7,10,上海迪士尼度假区位于上海浦东新区，是中国内地第一个迪士尼度假区，你可以在此亲历许多迪士尼乐园的经典项目，包括较大的迪士尼城堡、以海盗为主题的园区、较长的迪士尼花车巡游路线等，身临其境地感受神奇王国。迪士尼乐园▲ 上海迪士尼乐园分为八个各具特色的主题园区，包括“米奇大街”、“奇想花园”、“梦幻世界”、“迪士尼·皮克斯玩具总动员”、“探险岛”、“宝藏湾”、“明日世界”和“疯狂动物城”。无论男女老少都能在这里找到快乐的天地。▲ #米奇大街#一进入迪士尼乐园门口，便步入了“米奇大街”。米妮、唐老鸭、黛丝、高飞以及布鲁托等一众伙伴将在这里欢聚，你可以在这里与喜爱的迪士尼朋友热情拥抱、合影留念。在大街上五花八门的商铺中，“M大街购物廊”将提供乐园内丰富的礼品和纪念品选择。▲ #奇想花园#奇想花园由7片不同风格的神奇小花园组成，你可以驾着“幻想曲旋转木马”回旋在欢乐中，或是乘坐“小飞象”翱翔天空，还有城堡舞台秀和“奇梦之光幻影秀”等多项标志性迪士尼娱乐演出可供观赏。游客还能在这里从不同角度欣赏全球路线较长的迪士尼主题花车巡游——“米奇童话专列”。▲ #梦幻世界#梦幻世界是乐园中较大的园区，也是宏伟壮丽的“奇幻童话城堡”所在地。在这个如童话般的仙境中，动画控们可以伴着小熊维尼探索百亩森林，和爱丽丝一起在梦游仙境迷宫中穿行，与七个小矮人一同乘坐矿山车探险，登上“小飞侠天空奇遇”飞船横越伦敦的天空，或是跟着“晶彩奇航”蜿蜒漂流过一个个熟悉的迪士尼故事。▲ #迪士尼·皮克斯玩具总动员#在这里，你可以坐上“弹簧狗”的螺旋形弹簧，欢快地围着一个盛满了玩具骨头的大狗盘绕圈，“抱抱龙”将邀请大家坐上遥控冲天赛车，在长长的“U”型轨道上开启一段刺激的冒险旅程，除此之外，你还可以在“艾尔玩具店”，购买你喜欢的游戏、玩具、服饰、徽章等。▲ #探险岛#来到探险岛，仿佛置身于新发现的远古部落中。巍峨的雷鸣山将为你的探险岛之旅指出明确的方向。你可以在“古迹探索营”中走出自己的探险之路，或是在“翱翔•飞越地平线”里横跨世界和时空，坐上“雷鸣山漂流”的筏艇深入探险岛腹地，探索一只庞大神秘巨兽所在的黑暗领域。▲ #宝藏湾#“宝藏湾”是全球迪士尼乐园中第一个以海盗为主题的园区。“加勒比海盗——沉落宝藏之战”将水载乘坐项目变为惊险刺激的大冒险，富有探险精神的游客们还可以划着“探险家独木舟”畅游美丽海湾，踏上海...,03/20-04/06 08:30-21:30开放,https://dimg04.c-ctrip.com/images/01055120008ji2uc75021_D_521_391.jpg,0,
15,西溪国家湿地公园5A,浙江省杭州市西湖区天目山路518号,4.5,8,西溪国家湿地公园位于杭州城市西部，离杭州主城区武林门只有6公里，距西湖仅5公里。西溪起始于汉晋，发展于唐宋，兴盛于明清，衰落于民国，再兴于当代。杭州历史上曾有“西湖、西溪、西泠”并称“三西”之说。历史上的西溪占地约60平方公里，现实施保护的西溪湿地总面积约为10.38平方公里。有“秋芦飞雪、高庄宸迹、渔村烟雨、河渚听曲、龙舟胜会、曲水寻梅、火柿映波、莲滩鹭影、洪园余韵、蒹葭泛月”等十景，“福堤、绿堤、寿堤”三堤。西溪是国内仅有的集城市湿地、农耕湿地、文化湿地于一体的罕见湿地，也是全国较早国家湿地公园。 西溪湿地蕴涵了“梵、隐、俗、闲、野”五大主题文化要素，分区特征为“南隐、北俗、东闹、西静”。西溪文化的精髓是“一园五地”：洪园、越剧首演地、词人圣地、水浒孕育地、文人逍遥地、民俗浓缩地。西溪有梅林300亩，种植有江梅、宫粉、朱砂、绿萼、玉蝶、美人梅等多个品种。西溪赏梅的好去处在梅竹休闲区，梅竹山庄和西溪梅墅集中，从周家村到高庄的梅堤沿线也种植了不少梅花。从11、12月至次年3月，都陆续有不同品种的梅花开放。“曲水寻梅，摇舟探梅”是西溪特有的赏梅方式。,"10/08-01/27 08:00-17:30开放;01/29-03/31 08:00-17:30开放;04/01-10/07 07:30-18:30开放;01/28 00:00-15:30开放，（一）开闭园时间
1、夏令时：4月1日-10月7日开闭园时间07:30-18:30 门票售票时间07:30-17:30 船票售票时间07:30-16:45
2、冬令时：10月8日-次年3月31日开...",https://dimg04.c-ctrip.com/images/1lo0x12000i1h0kf416E8_D_521_391.jpg,0,
16,杭州博物馆,杭州市上城区粮道山18号,4.5,5.7,馆内展厅共分三层，主要由一楼的原始社会——南北朝时期展厅、隋唐五代时期展厅、运河厅，二楼的两宋时期展厅、元明清时期展厅、百年老店、临时展厅，三楼的邮票展厅、书画厅组成。陈列品以历年杭州出土的珍贵、精品文物为主，全面又重点地反映了杭州的历史面貌，并运用先进的声、光、电技术丰富展示效能，营造出了感性直观的游览认知氛围。该馆展品中有国宝级文物战国水晶杯、越窑褐彩青瓷汕灯，展出的国家二级以上文物共200余件，包括良渚时期玉石器、吴越石刻星象图等。馆内还运用各种高科技手段，展示宋代大运河沿岸模拟景观、杭州百年老店风情等。,"全年 周一, 周三-周日 09:00-16:30开放;全年 周二 全天不开放",https://dimg04.c-ctrip.com/images/0106s12000isp028sB3D1_D_521_391.jpg,0,
17,天一阁博物院5A,宁波市海曙区天一街10号,4.7,7.8,天一阁博物院位于宁波市内的月湖西岸，这里坐落着我国现存非常古老的私人藏书楼——天一阁。它是明朝嘉靖年间（1561-1566年）卸任官员范钦所建的藏书处，楼中摆放着古籍与书案，处处弥漫着厚重的书香气息。博物馆其实是座江南园林，园区内的东园和南园错落有致地分布着假山、池塘、亭台等景致，走在古朴的砖木长廊内，感受清幽的环境。园内建有明州碑林，数百通石碑记载了古代官方的教育史。还有书画馆，时常会展出天一阁所藏历代书画精品和名人雅士的书画佳作。园区内另有天一阁建成之前的藏书处“东明草堂”、展示宁波民居建筑特色的“秦氏支祠”、以及范氏故居等建筑。而在麻将陈列馆中则可看到麻将牌，让你了解到麻将文化的起源与发展。,"5/1-10/31 周二-周日 08:30-17:30开放;11/1-4/30 周二-周日 08:30-17:00开放;5/1-10/31 周一 13:30-17:30开放;11/1-4/30 周一 13:30-17:00开放;元旦节,春节,清明节 08:30-17:00开放;劳动节,国庆节,中秋节 08:30-17:30开放",https://dimg04.c-ctrip.com/images/1lo4e12000j5ijxnhE969_D_521_391.jpg,0,
18,莫干山风景名胜区4A,浙江省湖州市德清县,4.6,7.7,莫干山景区位于浙江北部德清县境内，山上不仅有茂密的竹林，还有两百多幢颇有韵味的老别墅，宛如世外桃源。这里丰富的自然人文景观和巨大的名人效应，使之成为江浙沪热门的避暑地。景区大致分为武陵村景区、剑池景区、芦花荡公园和大坑景区几部分。大坑景区略远，去往时可乘车，那里上午特别凉快，可安排在第二天上午游玩，其它景区一天走下来不算太费力。剑池从荫山街出发，走下坡路便到了剑池，这里是莫干山的瀑布群，剑池可能比想象中袖珍些，但竹林和瀑布很是清凉。池边有一尊干将、莫邪铸剑的铜雕，是莫干山的标志，游人来这儿总不忘拍张照。芦花荡公园由剑池顺指示上山，十来分钟可走到芦花荡公园，这里有一片碑林，爱好书法的朋友可以前去品鉴。由此上山即是白云山馆，是几座漂亮的老洋房别墅。附近的观日台是看日出的好地方，第二天不妨起个早来此看日出。松月庐往武陵村方向走，可至松月庐，松月庐是蒋介石官邸。它是两层小别墅，装修很简单，一楼会客，二楼起居。值得一提的是官邸附近还有不少别墅，甚至有些看起来比松月庐大气许多，很有观赏价值。如果天气晴好，可继续往山下走，过滴翠潭到半山腰的旭光台，这里地理位置佳，前可遥望壮丽河山和繁华市镇，后可远观莫干山上形形色 色的别墅，景色非常不错。大坑景区相较山上的热门景点，大坑景区显得比较低调，怪石角层层叠叠的怪石很是壮观，视野也十分开阔。尤其是上午格外凉爽，时间充裕不妨在此多逗留一会儿。吃饭住宿来到莫干山的游客大多是自驾或跟团来的，自助游则可先到德清而后转乘巴士到达景区。如果紧凑安排，可一日游玩山中的经典景点，但如果想要休闲纳凉，那么建议至少住一晚。住宿可以选在景区内荫山街附近，或者山下的莫干乡。荫山街是景区的中心，也是旅游集散地，周边有皇后饭店、剑池山庄、吴越度假村等酒店，也有好些饭店可以吃饭，可将此地作为游玩大本营。莫干山以竹子著称，兰花鞭笋是当地特色，生炒石鸡也是一定要尝尝的特色菜，一般小店都能吃到。,全年 全天开放，室内景点：8：30-16：30,https://dimg04.c-ctrip.com/images/1lo0j12000iftqpnx1507_D_521_391.jpg,0,
19,黄山风景区5A,安徽省黄山市黄山区205国道,4.8,9.1,黄山风景区坐落于黄山市黄山区汤口镇境内。黄山自古以来就是中国数一数二的名山，奇松、怪石、云海、温泉被称为黄山的“四绝”。除此之外，雾凇、雪景、日出也是游人不会错过的景观，古人有“五岳归来不看山，黄山归来不看岳”的说法。景区内分为南门、西门和北门，绝大多数游客都会从南门出入，南门又有前山后山两个出入口，都靠近山脚下的汤口镇。镇上也成了游玩黄山的中转站，很多游客都会提前赶到这里住宿一晚。汤口镇上到景区门口需乘黄山新国线班车，在前山山门（慈光阁）、后山山门（云谷寺）、黄山温泉都会停靠。景区游览主要分为前山、后山两条上山路线，都通向主峰之一光明顶，在光明顶的另一侧，还有一条环线-西海大峡谷。前山前山指慈光阁开始到山顶玉屏楼的登山路线（可乘玉屏索道直达），还有山顶的莲花峰、天都峰区域。前山风景大气，很适合乘索道俯瞰。高峰莲花峰和另一主峰天都峰都在这里（两峰交替开放），还迎客松、鲫鱼背、百步云梯、一线天、天海等经典景点。后山后山是指云谷寺到白鹅岭的登山路线（可乘云谷索道直达），以及白鹅岭后面的始信峰、狮子峰、排云亭等山顶区域，后山风景多是精巧的山景，适合步行一路观赏。飞来石、猴子观海都在这里。西海大峡谷西海大峡谷是近些年新开放的景区，谷内幽深，风景非常壮丽，被称为黄山真正的精华风光集合地。西海大峡谷可以从后山山顶区域的排云亭进入，谷内环绕一圈后回到主峰天海处。从排云亭步行下到谷底大约2小时左右，然后可乘坐缆车到天海。路线推荐黄山常规的玩法是两日游，路线分为前山上后山下（前山-西海大峡谷-后山）和后山上前山下（后山-西海大峡谷-前山）。前山上后山下适合乘索道上山，步行下山，即轻松又不错过后半段精致的美景，不过因为西海大峡谷的精华路线是从排云亭到天海，所以要走一段回头路。只有一天时间也可以玩黄山，不过行程紧张，建议后山上前山下，上下山都乘索道，而且要选择不爬前山主峰（莲花峰/天都峰）或者不去西海大峡谷。住宿选择山顶有多家住宿地点，基本集中于光明顶天海、排云亭、白鹅岭、北海等几个区域。光明顶天海是看日出的好地方，玩西海大峡谷时也适合寄放行李。白鹅岭是后山云谷索道的上站，一般下午从后山进景区的，住在这里比较合适。,"03/02-11/30 周一-周五 07:00-17:10开放;03/02-11/30 周六-周日 06:30-17:40开放;12/01-03/01 08:00-16:40开放;清明节,劳动节,国庆节,端午节 06:30-17:40开放，一、鉴于景区游览面积大，所需游览时间较长,景区徒步登山门票检票口关闭时间为15：00。15：00后，各登山游步道门票检票口实行“只出不进”措施，不再安排...",https://dimg04.c-ctrip.com/images/100q0z000000nm6w7F15F_D_521_391.jpg,0,
20,九华山大愿文化园4A,安徽省池州市青阳县佛光大道,4.7,6.6,暂无简介,全年 08:00-17:00开放,https://dimg04.c-ctrip.com/images/0104g1200087doyf9C076_D_521_391.jpg,0,
21,李鸿章故居4A,安徽省合肥市庐阳区淮河路步行街中段208号,4.6,6.2,李鸿章故居位于合肥市繁华的淮河路步行街中段，是典型的晚清江淮地区民居建筑。李鸿章出生于合肥，是晚清军机重臣，他的五个兄弟也身居高位，当时李家住宅有“李府半条街”之称，可惜现在仅寥寥几间屋子，面积不到原来的十二分之一。故居中精美的木头雕花令人赞叹，而各厅堂中关于李鸿章的展览，令人对其毁誉参半的人生唏嘘感叹。故居的建筑由南到北依次为大门、前厅、中厅、走马楼（小姐楼）。前厅有“李鸿章生平展”，用图文介绍加实物陈列的方式介绍了李鸿章“少年科举，壮年戎马，中年封疆，晚年洋务”的一生。中厅名福寿堂，是接待客人的地方，按客厅模样布置，屋中的木头家具和每一扇窗户上都有漂亮的图案，中厅的东西两厢是书房。中厅和走马楼之间的过厅有“李鸿章墨宝展”，可以欣赏李鸿章苍劲有力的书法。走马楼是整个故居的精华，为“回”字型木楼，一楼有“李鸿章与招商局”展览，二楼是小姐们的闺房。走马楼后一进楼上的绣床、梳妆台、圆凳都用红木制成，绣床尤其名贵，据说是用整棵树雕成的。故居木头雕花精美，门罩、床、台、凳上面全部都有精细的花纹。二楼东首据说是李鸿章幼女即张爱玲祖母菊耦的住所。在故居主体建筑的东侧是陈列馆，布置了“淮系集团与中国近代化”展览，介绍李鸿章领导的淮军，陈列着当时淮军的铠甲、武器，还有用满汉两种文字书写的五色圣旨等。,"全年 周二-周日 09:00-17:00开放;全年 周一 全天不开放;元旦节,春节,清明节,劳动节,端午节,中秋节,国庆节 09:00-17:00开放;除夕 全天不开放",https://dimg04.c-ctrip.com/images/tg/917/303/677/c50ef065676b443fa70542ed8338a4fc_D_521_391.jpg,0,
22,安徽博物院(新馆)4A,安徽省合肥市怀宁路87号,4.5,6.7,暂无简介,01/01-01/26 周二-周日 09:00-17:00开放;01/29-02/02 周二-周日 09:00-17:00开放;02/04-12/31 周二-周日 09:00-17:00开放;01/01-01/26 周一 全天不开放;01/29-02/02 周一 全天不开放;02/04-12/31 周一 全天不开放;01/27-01/28 全天不开放;02/03 09:00-17:00开放...,https://dimg04.c-ctrip.com/images/0101d12000i0lcehi93EF_D_521_391.jpg,0,
23,宏村景区5A,安徽省黄山市黟县宏村镇,4.5,8.5,宏村景区是徽派古村中的代表，有“中国画里乡村”的美誉。来宏村一是看水利系统带来的水景，南湖、月沼是精华所在；二是看建筑上的徽派三雕，砖雕、石雕、木雕，像剪纸一样精细，人文景观与自然景观很好地融为一体。宏村位于黟县东北11公里，黄山市西北68公里处，始建于南宋绍兴年间（公元1131年-1162年），从明永乐年间（公元1403年-1424年）开始，逐步发展成了神奇的“牛形村”的样子。村口的古树是“牛角”，村中房屋鳞次栉比的明清徽派建筑是“牛身”，村西溪水上四座桥是“牛腿”，月沼是“牛胃”，南湖是“牛肚”，流经家家户户的水圳（导引清泉的水沟）则是“牛肠”。村中道路四通八达，入口有多个，主要的有三个，一个是村西当地人口中的“村口”，栽有红杨和银杏两颗古树；一个是南湖西边际泗桥通向的入口；还有一个是南湖东边，有停车场的入口，这是宏村较大的入口，也是正门所在，一般游客从此门进入，由南到北游览古村。先欣赏位于宏村南端的精华景点之一南湖，是开凿于明万历丁未年（公元1607年）的弓形人工湖，水面开阔，穿湖而过的画桥为电影《卧虎藏龙》里李慕白牵马走过的地方。湖北岸有南湖书院，清朝时把原来湖边的六所私塾合并为一个书院，所以书院显得非常宽敞。看完南湖向北走，可顺道游览敬德堂、汪大燮故居（振绮堂）。接着来到宏村中心位置的精华景点——开凿于明永乐年间的月沼，周围的徽派建筑倒映其中，是很好的拍照地。遗憾的是，月沼边往往聚满游客，想要拍张没人的照片比较困难。月沼北岸正中有祠堂乐叙堂，宏村的居民多姓汪，所以又叫汪氏宗祠。村中其他的屋子都是清代的，只有乐叙堂是明代的，比起清代建筑的繁复，明代建筑显得简约。月沼北侧西首还有建于清代的敬修堂。继续向北走，参观宏村曾经的富豪建筑，清末大盐商汪定贵的住宅承志堂。承志堂里书房、厨房、马厩、保镖房、男女佣人房俱全，甚至还有搓麻将牌的“排山阁”。屋内自带池塘、水井，用水不出屋。而很值得一看的是精美的徽派三雕，有些木雕上还涂着金粉，可谓富丽堂皇。其他你还可以看下村中的德义堂、树人堂、桃源居等古建筑。,全年 全天开放,https://dimg04.c-ctrip.com/images/1lo1812000isci3u41796_D_521_391.jpg,0,
24,西递5A,安徽省黄山市黟县西递镇西递村,4.5,7.8,西递位于黟县东南8公里，黄山市西北50公里处，是典型的徽派古村。宏村看水，西递则主要看建筑，记得留意建筑上的徽派三雕，砖雕、石雕、木雕，花纹枝桠精细得仿佛一捏就断。而来此写生的美院学生又是另一道风景。西递村中的居民多姓胡，相传为唐太宗李世民的后裔，为躲避战乱而改姓胡。村子始建于北宋皇佑年间，发展于明朝景泰中叶，鼎盛于清朝初期，当时西递腰缠万贯的徽商将自己的故里建设得舒适气派，现在我们看到的明清建筑依然保持着昔日的堂皇。古村仿船形而建，横跨于三条溪水之上，南边的前边溪和后边溪在村内的汇源桥处汇合成西溪，西溪与北边的社屋溪又在村口汇合，溪流都由东往西流，所以村子名西递。村中道路四通八达，入口有多个，主入口在西南角，一般由西南向东北游览古村。到了主入口，首先看到的是胡文光牌坊，建于明万历六年（公元1578年），气势恢弘，代表着胡氏家族的显赫地位。牌坊通体采用当地的“黟县青”大理石雕筑而成，顶上有五层，每一层都有不同的精美石雕。牌楼边是明经湖，可以拍摄徽派建筑的倒影。进入村子，来到位于横路街口的瑞玉庭，这是一座具有代表性的徽商住宅，建于清咸丰年间。里面有意思的是一幅幅对联，比如全是走字底的字组成的对联“迎送远近通达道，进退迟速游逍遥”，再如“快乐每从辛苦得，便宜多自吃亏来”，讲述经商道理的同时，也蕴藏着处事哲学。向东走，过前边溪，东岸的敬爱堂始建于明万历年间，清乾隆年间重建，是村中现存面积较大的祠堂。敬爱堂以前是胡氏家族议事、举办婚事、教斥不肖子孙的场所。屋内悬挂的大大的“孝”字让人印象深刻，“孝”上的“土”字右半边像作揖的人，左半边像猴，意思是守孝道方为人，反之就如猢狲一般。沿前边溪接着向东北走，上游的尚德堂距今有400年历史，是村中现存古老的明代屋子。从入口一路走来，你还可以参观西递住宅与书馆相配的建筑桃李园；徽派庭院西园、东园；清代西递首富胡贯三晚年的居所惇仁堂。另外，走马楼、绣楼和追慕堂等，也是西递极有特色的明清建筑。3、4月份来西递可以看到白墙黑瓦与油菜花相互衬托的美景，不过要避开清明节，游客实在太多。西递的商业化程度比较高，不少当地人家开出了农家乐，也有挑着担子在街边卖小吃的，你可以品尝到徽州特色美食，有腊八豆腐、烧饼、竹笋、电视节目《舌尖上的中国》里介绍过的毛豆腐、臭鳜鱼等。如果想要享受古村的宁静，可以住上几晚，在清晨与黄昏时逛逛古村，避开白天的人群。...,"全年 全天开放，春季：西递景区夜游演艺内容开放时间18:00-20:30；
夏季：西递景区夜游演艺内容开放时间19:00-21:00；
秋季：西递景区夜游演艺内容开放时间18:00-20:30；
冬季：西递景区夜游演艺内容开放时间17:40-20:00；
以上信息仅供参考，具体以当日实际公示信息为准。",https://dimg04.c-ctrip.com/images/1lo3h12000iscf1s64A49_D_521_391.jpg,0,
25,天柱山5A,安庆市潜山市天柱山镇茶庄村,4.7,7.3,天柱山位于安徽省西南的潜山县境内，这里山清水秀，素以“峰雄洞幽、松奇石怪”而著称，是世界地质公园。天柱山秀美、奇险而且充满乐趣，你可以登上山巅遥赏天柱峰、走走惊险的青龙背，或是去看险关古寨、去神秘谷一探究竟，还可以俯瞰美丽的炼丹湖，而天柱山云海也是一大胜景。游玩贴士春、夏、秋季是游天柱山的较佳季节。天柱山景区主要由西关和东关两部分组成，通常有三种走法：西关小循环、西关新游线、大循环。西关小循环的走法较为轻松，适合时间不足一天的游客；西关新游线是经典线路，涵盖了西关全景，需要一整天；走大循环可尽赏东、西关美景，但很考验体力，建议两天游山。南大门是景区的主入口，不过从游客中心购门票后至南大门之间还有一段山路，可乘坐景区巴士（往返30元）至索道下站。现在天柱山索道（一索）、青龙涧索道（二索）已停运，目前天柱山只有大龙窝索道（也称“三索”）在运营，索道费用：上行80元，下行60元。游览指南从南大门可徒步登山或乘坐大龙窝索道登山，建议乘坐索道上山，可以少爬一段景色不多的路。索道上山后有两条岔路，分别往总关寨或神秘谷，建议走巨石错落形成各种山洞的神秘谷，接着去观飞来峰、天柱峰，然后回头走总关寨下山，此为西关小循环路线。天柱峰（海拔约1488米），天柱峰无法攀登，只能从远处观赏，不过全年约有一半时间天柱峰都隐没在云雾里，能否看到得看运气。走过“渡仙桥”可登上天池峰顶，这里是观赏天柱峰的较佳位置，天气晴朗时这里视野宽阔，还是观日出、云海、晚霞的较佳地点。观飞来峰、天柱峰之后，若时间充裕，可继续走新游线，即接着赏蓬莱峰、下拜岳台，然后经搁笔台-仙人洞-青龙背-青龙轩-莲花峰，至炼丹湖，如果体力好，可继续走画眉岭-迎真峰-丹砂亭-天柱山庄线路下山。如果有两天的时间且体力不错，可选择在天柱山庄住宿，第二天游览东关。青龙背是山上一巨大的狭长山脊，行走在上面惊险刺激，走到头是一处三面绝壁的观景台“万景台”。站在万景台观景，而云雾弥漫时犹如腾云驾雾。位于山腰的炼丹湖是天柱山的另一处胜景，尤其从山上俯瞰此湖美不胜言，你也可以下到湖边沿湖散步。俗话说“东关险、西关秀”，东关线路的攀登难度要大于西关，路上会有更多直接在光秃秃的巨石上凿出来的台阶，而一侧往往是深不见底的悬崖，走起来要格外小心，而且对于体力也尤为挑战（东关的路线是：仙桃石-画眉岭-回音台-千丈崖-大天门-鹊桥-奇谷天梯-东大门）...,"01/01-01/27 07:00-17:00开放;01/29-12/31 07:00-17:00开放;01/28 07:00-12:00开放，1、大龙窝索道营业时间：
周一至周五：08:00-17:30
周六、周日：07:30-18:00
2、景交车营业时间：
周一至周五：07:30-17:00
周六、周日：07:30-17:30",https://dimg04.c-ctrip.com/images/1lo4v12000hsueujp2F92_D_521_391.jpg,0,
